Policy,Score,URL
Access Control. Access to program source code shall be restricted.,0.11184966894996766,https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-using-service-linked-roles.html
Access Control. Access to program source code shall be restricted.,0.11173160483939881,https://docs.aws.amazon.com/IAM/latest/UserGuide/resources.html
Access Control. Access to program source code shall be restricted.,0.11148289228013654,https://docs.aws.amazon.com/IAM/latest/UserGuide/tutorial_billing.html
Access Control. Access to program source code shall be restricted.,0.1112097658090808,https://docs.aws.amazon.com/autoscaling/plans/userguide/auth-and-access-control.html
Access Control. Access to program source code shall be restricted.,0.11084490799093304,https://docs.aws.amazon.com/freertos/latest/userguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.11040364638804301,https://docs.aws.amazon.com/IAM/latest/UserGuide/iam-compliance-validation.html
Access Control. Access to program source code shall be restricted.,0.11017024784482035,https://docs.aws.amazon.com/IAM/latest/UserGuide/logging-using-cloudtrail.html
Access Control. Access to program source code shall be restricted.,0.10981887895127479,https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-findings-filter.html
Access Control. Access to program source code shall be restricted.,0.10973564936169586,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles.html
Access Control. Access to program source code shall be restricted.,0.10946725749604225,https://docs.aws.amazon.com/encryption-sdk/latest/developer-guide/getting-started.html
Access Control. Access to program source code shall be restricted.,0.10941099106061096,https://docs.aws.amazon.com/datasync/latest/userguide/iam.html
Access Control. Access to program source code shall be restricted.,0.10808055862527152,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudFront/Types/CreateCloudFrontOriginAccessIdentityResult.html
Access Control. Access to program source code shall be restricted.,0.10784540833265063,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/ConfigService/Types/AggregatedSourceStatus.html
Access Control. Access to program source code shall be restricted.,0.10773023325196333,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html
Access Control. Access to program source code shall be restricted.,0.10755817462488534,https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-securityhub-integration.html
Access Control. Access to program source code shall be restricted.,0.10716142577391738,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CodeStar/Types/S3Location.html
Access Control. Access to program source code shall be restricted.,0.10678804130867732,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html
Access Control. Access to program source code shall be restricted.,0.10661992283810763,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_s3_full-access-except-production.html
Access Control. Access to program source code shall be restricted.,0.10339691588014843,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudFront/Types/S3Origin.html
Access Control. Access to program source code shall be restricted.,0.10334981767125749,https://docs.aws.amazon.com/mediaconvert/latest/ug/auth-and-access-control.html
Access Control. Access to program source code shall be restricted.,0.1032850634149288,https://docs.aws.amazon.com/IAM/latest/UserGuide/getting-started_how-users-sign-in.html
Access Control. Access to program source code shall be restricted.,0.10307822142174214,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_users_create.html
Access Control. Access to program source code shall be restricted.,0.10211006846901667,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/Resources/Operations/Base.html
Access Control. Access to program source code shall be restricted.,0.10099959629763411,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/AccessAnalyzer/Types/FindingSource.html
Access Control. Access to program source code shall be restricted.,0.10074828857363874,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudFront/Types/CloudFrontOriginAccessIdentity.html
Access Control. Access to program source code shall be restricted.,0.09983915315038892,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudWatchEvents/Types/PartnerEventSourceAccount.html
Access Control. Access to program source code shall be restricted.,0.09983507692537878,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CodeGuruReviewer/Types/CodeReview.html
Access Control. Access to program source code shall be restricted.,0.09933782224570545,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_s3_rw-bucket.html
Access Control. Access to program source code shall be restricted.,0.09881854265020808,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudWatchEvents/Types/DescribePartnerEventSourceResponse.html
Access Control. Access to program source code shall be restricted.,0.09848524872806814,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_rds_region.html
Access Control. Access to program source code shall be restricted.,0.0980753494032697,https://docs.aws.amazon.com/snowball/latest/developer-guide/authentication-and-access-control.html
Access Control. Access to program source code shall be restricted.,0.0976601182204332,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_iam_read-only-console.html
Access Control. Access to program source code shall be restricted.,0.09736313378837949,https://docs.aws.amazon.com/codecommit/latest/userguide/auth-and-access-control.html
Access Control. Access to program source code shall be restricted.,0.09733006941435673,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/Appflow/Types/AmplitudeConnectorProfileCredentials.html
Access Control. Access to program source code shall be restricted.,0.09731486936469538,https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-findings.html
Access Control. Access to program source code shall be restricted.,0.09723856535041744,https://docs.aws.amazon.com/IAM/latest/UserGuide/disaster-recovery-resiliency.html
